,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sat, Apr 15, 2017",2017,4,15,5:30p,True,MIL,L,False,83,97,0,1,L 1
1,"Tue, Apr 18, 2017",2017,4,18,7:00p,True,MIL,W,False,106,100,1,1,W 1
2,"Thu, Apr 20, 2017",2017,4,20,8:00p,False,MIL,L,False,77,104,1,2,L 1
3,"Sat, Apr 22, 2017",2017,4,22,3:00p,False,MIL,W,False,87,76,2,2,W 1
4,"Mon, Apr 24, 2017",2017,4,24,7:00p,True,MIL,W,False,118,93,3,2,W 2
5,"Thu, Apr 27, 2017",2017,4,27,7:00p,False,MIL,W,False,92,89,4,2,W 3
7,"Mon, May 1, 2017",2017,5,1,7:00p,False,CLE,L,False,105,116,4,3,L 1
8,"Wed, May 3, 2017",2017,5,3,7:00p,False,CLE,L,False,103,125,4,4,L 2
9,"Fri, May 5, 2017",2017,5,5,7:00p,True,CLE,L,False,94,115,4,5,L 3
10,"Sun, May 7, 2017",2017,5,7,3:30p,True,CLE,L,False,102,109,4,6,L 4
